Date,Tweet,PermLink,retweets,Favourites,url,Geo
9/7/2017 9:15,b'Recent Outflows Now Top $6 Billion For The SPDR S&P 500 ETF Trust (SPY) http://ow.ly/aLr850dTQRr',b'https://twitter.com/InvestChannel/status/905826969778102272',0,0,b'http://ow.ly/aLr850dTQRr',b''
9/7/2017 8:30,b'Recent Outflows Now Top $6 Billion For The SPDR S&P 500 ETF Trust (SPY) http://url-tipp.com/?p=5360 pic.twitter.com/pHdYn3ITTW',b'https://twitter.com/AdzCoin_Gift/status/905815496255311872',0,0,b'http://url-tipp.com/?p=5360',b''
9/7/2017 8:27,b'Recent Outflows Now Top $6 Billion For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/PlR5SB # ETFs pic.twitter.com/DkKtfuwdjq',b'https://twitter.com/18dMedia/status/905814819227418624',0,0,b'http://dlvr.it/PlR5SB',b''
9/7/2017 8:21,b'$ SPY Recent Outflows Now Top $6 Billion For The SPDR S&P 500 ETF Trust (SPY) https://etfdailynews.com/2017/09/07/recent-outflows-now-top-6-billion-for-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/905813312318783489',0,0,b'https://etfdailynews.com/2017/09/07/recent-outflows-now-top-6-billion-for-the-spdr-sp-500-etf-trust-spy/',b''
9/6/2017 20:00,b'Billions Suddenly Pouring Out Of The SPDR S&P 500 ETF Trust (SPY) http://url-tipp.com/?p=5351 pic.twitter.com/dit6u1iKYz',b'https://twitter.com/AdzCoin_Gift/status/905626748695576576',0,0,b'http://url-tipp.com/?p=5351',b''
9/6/2017 9:15,b'Billions Suddenly Pouring Out Of The SPDR S&P 500 ETF Trust (SPY) http://ow.ly/xW5O50dSvNj',b'https://twitter.com/InvestChannel/status/905464550383919104',0,0,b'http://ow.ly/xW5O50dSvNj',b''
9/6/2017 9:13,b'$ SPY: Billions Suddenly Pouring Out Of The SPDR S&P 500 ETF Trust (SPY): http://www.StockNewsWires.com/spy-billions-suddenly-pouring-out-of-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/StockNewsWires/status/905463920076275713',0,0,b'http://www.StockNewsWires.com/spy-billions-suddenly-pouring-out-of-the-spdr-sp-500-etf-trust-spy/',b''
9/6/2017 9:07,b'Billions Suddenly Pouring Out Of The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/PlC9Q9 # ETFs pic.twitter.com/TYCBJbFgil',b'https://twitter.com/18dMedia/status/905462352962699267',0,0,b'http://dlvr.it/PlC9Q9',b''
9/6/2017 9:04,b'$ SPY Billions Suddenly Pouring Out Of The SPDR S&P 500 ETF Trust (SPY) https://etfdailynews.com/2017/09/06/billions-suddenly-pouring-out-of-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/905461765093208064',0,0,b'https://etfdailynews.com/2017/09/06/billions-suddenly-pouring-out-of-the-spdr-sp-500-etf-trust-spy/',b''
9/5/2017 3:12,"b'Lincoln National Corp Buys 8,391 Shares of SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2xLzz7d'",b'https://twitter.com/OlympiaReport/status/905010699914665984',0,0,b'http://ift.tt/2xLzz7d',b''
9/5/2017 2:57,"b'Analyst IMS Investment Management Services Ltd. Buys 3,314 Shares of SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2w277fr'",b'https://twitter.com/OlympiaReport/status/905007020893511680',0,0,b'http://ift.tt/2w277fr',b''
9/4/2017 12:07,b'ETF News: All Technical Indicators Point To More Gains Ahead For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/PkmTMQ pic.twitter.com/qSHNRQxzya',b'https://twitter.com/EtfTrigger/status/904782894102601728',0,0,b'http://dlvr.it/PkmTMQ',b''
9/4/2017 8:18,b'ETF News: Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact http://dlvr.it/PkkMlZ',b'https://twitter.com/david_eliff/status/904725396268208129',0,0,b'http://dlvr.it/PkkMlZ',b''
9/4/2017 8:13,b'ETF News: Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact http://dlvr.it/PkkMlZ pic.twitter.com/eLyKLuSCA5',b'https://twitter.com/EtfTrigger/status/904724005487239169',3,1,b'http://dlvr.it/PkkMlZ',b''
9/4/2017 5:39,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by RiverPoint Capital Management LLC # Sp500Index # NyseArca # TheVanguard\xe2\x80\xa6 http://ift.tt/2iWe809',b'https://twitter.com/LinkwayLive/status/904685323225059328',0,0,b'http://ift.tt/2iWe809',b''
9/4/2017 3:33,b'$ SPY - SPDR S&P 500 ETF Trust # SPY Shares Bought by Truepoint Inc. https://goo.gl/fb/1B9y3e',b'https://twitter.com/ZolmaxNews/status/904653547198959616',0,0,b'https://goo.gl/fb/1B9y3e',b''
9/4/2017 3:21,b'$ SPY - SPDR S&P 500 ETF Trust # SPY Shares Bought by Truepoint Inc. https://goo.gl/fb/PZppRD',b'https://twitter.com/DPolitical/status/904650576721530880',0,0,b'https://goo.gl/fb/PZppRD',b''
9/4/2017 3:07,b'SPDR S&P 500 ETF Trust (SPY) Shares Sold by Van Cleef Asset Management Inc http://ift.tt/2wxAGsB',b'https://twitter.com/OlympiaReport/status/904647181835141120',0,0,b'http://ift.tt/2wxAGsB',b''
9/3/2017 21:19,b'Montag A & Associates Inc. Boosts Position in SPDR S&P 500 ETF Trust (SPY) # NyseArca # Sp500Index # TheVanguardGroup http://ift.tt/2wwLSpj',b'https://twitter.com/LinkwayLive/status/904559556042350592',0,0,b'http://ift.tt/2wwLSpj',b''
9/1/2017 21:00,b'All Technical Indicators Point To More Gains Ahead For The SPDR S&amp;P 500 ETF Trust (SPY)... http://url-tipp.com/?p=5265 pic.twitter.com/u4rJLPAE7P',b'https://twitter.com/AdzCoin_Gift/status/903829890906152960',0,0,b'http://url-tipp.com/?p=5265',b''
9/1/2017 17:28,"b'$ SPY, $ SPY - Investors Sell Shares of SPDR S&P 500 ETF Trust # SPY on Strength # SPY https://goo.gl/fb/cUAXnA'",b'https://twitter.com/ZolmaxNews/status/903776576189419520',0,0,b'https://goo.gl/fb/cUAXnA',b''
9/1/2017 13:25,b'Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact http://dlvr.it/PkBhML # ETFs pic.twitter.com/x6KRXRy3rB',b'https://twitter.com/18dMedia/status/903715408368123904',0,0,b'http://dlvr.it/PkBhML',b''
9/1/2017 12:27,b'ETF News: What\xe2\x80\x99s Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year? http://dlvr.it/PkB9XC pic.twitter.com/ldXT4MZMij',b'https://twitter.com/EtfTrigger/status/903700763448184833',0,0,b'http://dlvr.it/PkB9XC',b''
9/1/2017 11:16,b'All Technical Indicators Point To More Gains Ahead For The SPDR S&P 500 ETF Trust (SPY) http://ow.ly/Ev1Q50dNgdA',b'https://twitter.com/InvestChannel/status/903683089917935617',0,0,b'http://ow.ly/Ev1Q50dNgdA',b''
9/1/2017 10:47,b'Trading > Large cap: Bull Market For The SPDR S&P 500 ETF Trust..http://bit.ly/2wueUo6 # tTradingpic.twitter.com/XqKUTyzxhJ',b'https://twitter.com/MarketsMag/status/903675626741256193',0,0,b'http://bit.ly/2wueUo6',b''
9/1/2017 9:19,b'All Technical Indicators Point To More Gains Ahead For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/Pk8P8c # ETFs pic.twitter.com/40uSsqh0iL',b'https://twitter.com/18dMedia/status/903653463044702209',0,0,b'http://dlvr.it/Pk8P8c',b''
9/1/2017 9:16,b'$ SPY All Technical Indicators Point To More Gains Ahead For The SPDR S&P 500 ETF Trust (SPY) https://etfdailynews.com/2017/09/01/all-technical-indicators-point-to-more-gains-ahead-for-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/903652833387470848',0,0,b'https://etfdailynews.com/2017/09/01/all-technical-indicators-point-to-more-gains-ahead-for-the-spdr-sp-500-etf-trust-spy/',b''
9/1/2017 7:38,b'$ SPY: Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact: http://www.StockNewsWires.com/spy-bull-market-for-the-spdr-sp-500-etf-trust-spy-is-firmly-in-tact/ \xe2\x80\xa6',b'https://twitter.com/ProVesting/status/903628036536320000',0,0,b'http://www.StockNewsWires.com/spy-bull-market-for-the-spdr-sp-500-etf-trust-spy-is-firmly-in-tact/',b''
9/1/2017 7:24,b'Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact http://dlvr.it/Pk7DCf # ETFs pic.twitter.com/3gzdWXHFim',b'https://twitter.com/18dMedia/status/903624566676656129',0,0,b'http://dlvr.it/Pk7DCf',b''
9/1/2017 7:22,b'$ SPY Bull Market For The SPDR S&P 500 ETF Trust (SPY) Is Firmly In Tact https://etfdailynews.com/2017/09/01/bull-market-for-the-spdr-sp-500-etf-trust-spy-is-firmly-in-tact/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/903624091743133697',0,0,b'https://etfdailynews.com/2017/09/01/bull-market-for-the-spdr-sp-500-etf-trust-spy-is-firmly-in-tact/',b''
9/1/2017 3:01,b'ARS Investment Partners LLC Has $9.24 Million Position in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2vwNQaD',b'https://twitter.com/OlympiaReport/status/903558466752716800',0,0,b'http://ift.tt/2vwNQaD',b''
8/31/2017 15:18,b'What\xe2\x80\x99s Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year? http://dlvr.it/PjzWDt # ETFs pic.twitter.com/7i3Da3TDJo',b'https://twitter.com/18dMedia/status/903381414791397376',0,0,b'http://dlvr.it/PjzWDt',b''
8/31/2017 9:19,b'$ SPY: What\xe2\x80\x99s Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year?: http://www.StockNewsWires.com/spy-whats-driving-the-spdr-sp-500-etf-trust-spy-higher-this-year/ \xe2\x80\xa6',b'https://twitter.com/newswithvalue/status/903291041977057280',0,0,b'http://www.StockNewsWires.com/spy-whats-driving-the-spdr-sp-500-etf-trust-spy-higher-this-year/',b''
8/31/2017 9:16,b'What\xe2\x80\x99s Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year? http://dlvr.it/Pjw7zm # ETFs pic.twitter.com/48B2q7oIaZ',b'https://twitter.com/18dMedia/status/903290428190973952',0,0,b'http://dlvr.it/Pjw7zm',b''
8/31/2017 9:16,b'What\xe2\x80\x99s Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year? http://ow.ly/p9Fo50dLM9i',b'https://twitter.com/InvestChannel/status/903290359513538561',0,0,b'http://ow.ly/p9Fo50dLM9i',b''
8/31/2017 9:10,"b""$ SPY What's Driving The SPDR S&P 500 ETF Trust (SPY) Higher This Year? https://etfdailynews.com/2017/08/31/whats-driving-the-spdr-sp-500-etf-trust-spy-higher-this-year/ \xe2\x80\xa6""",b'https://twitter.com/ETFDAILYNEWS/status/903288983534223361',0,0,b'https://etfdailynews.com/2017/08/31/whats-driving-the-spdr-sp-500-etf-trust-spy-higher-this-year/',b''
8/30/2017 16:58,b'SPDR S&P 500 ETF Trust (SPY): Can a Market Crash Arrive as Fast as Harvey? http://dlvr.it/PjlZzB pic.twitter.com/cdO2vASFcV',b'https://twitter.com/OTC_Observer/status/903044179671924737',0,0,b'http://dlvr.it/PjlZzB',b''
8/30/2017 3:11,b'Cornerstone Capital Inc. Holds Position in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2whD0E2',b'https://twitter.com/OlympiaReport/status/902836107007729664',0,0,b'http://ift.tt/2whD0E2',b''
8/28/2017 3:07,b'Aegea Capital Management LLC Raises Stake in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2whVwL3',b'https://twitter.com/OlympiaReport/status/902110465798623232',0,0,b'http://ift.tt/2whVwL3',b''
8/28/2017 2:48,b'SPDR S&P 500 ETF Trust (SPY) Position Cut by Broadmark Asset Management LLC http://ift.tt/2wLUNF1',b'https://twitter.com/OlympiaReport/status/902105563873542145',0,0,b'http://ift.tt/2wLUNF1',b''
8/27/2017 11:04,b'SPDR S&P 500 ETF Trust (SPY) Sits Just 1.5% Below All-Time Highs http://dlvr.it/PhzhXG # ETFs pic.twitter.com/WKjykNAsFn',b'https://twitter.com/18dMedia/status/901868070326616064',0,0,b'http://dlvr.it/PhzhXG',b''
8/27/2017 10:06,b'ETF News: These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works http://dlvr.it/PhzDYz pic.twitter.com/iWqcJh4Oar',b'https://twitter.com/EtfTrigger/status/901853336114044928',0,0,b'http://dlvr.it/PhzDYz',b''
8/27/2017 10:00,b'SPDR S&P 500 ETF Trust (SPY) Sits Just 1.5% Below All-Time Highs http://url-tipp.com/?p=5168 pic.twitter.com/kG6BABE3SI',b'https://twitter.com/AdzCoin_Gift/status/901851906414452736',1,1,b'http://url-tipp.com/?p=5168',b''
8/27/2017 7:17,b'Markets - Index>SPDR S&P 500 ETF Trust Sits Just 1.5% Below Al >> http://bit.ly/2ggkTZv # tTradingpic.twitter.com/AyZKTiWdJr',b'https://twitter.com/MarketsMag/status/901810853355323392',0,0,b'http://bit.ly/2ggkTZv',b''
8/27/2017 5:16,b'SPDR S&P 500 ETF Trust (SPY) Sits Just 1.5% Below All-Time Highs http://ow.ly/GMBD50dGrGx',b'https://twitter.com/InvestChannel/status/901780528554274816',0,0,b'http://ow.ly/GMBD50dGrGx',b''
8/27/2017 5:03,b'SPDR S&P 500 ETF Trust (SPY) Sits Just 1.5% Below All-Time Highs http://dlvr.it/Phwswl # ETFs pic.twitter.com/oYZSZzoPL0',b'https://twitter.com/18dMedia/status/901777114801639424',0,0,b'http://dlvr.it/Phwswl',b''
8/27/2017 4:58,b'$ SPY SPDR S&P 500 ETF Trust (SPY) Sits Just 1.5% Below All-Time Highs https://etfdailynews.com/2017/08/27/spdr-sp-500-etf-trust-spy-sits-just-1-5-below-all-time-highs/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/901775856305037312',0,0,b'https://etfdailynews.com/2017/08/27/spdr-sp-500-etf-trust-spy-sits-just-1-5-below-all-time-highs/',b''
8/26/2017 13:56,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by Obermeyer Wood Investment Counsel Lllp # Sp500Index # RelativeStrength\xe2\x80\xa6 http://ift.tt/2vyysWe',b'https://twitter.com/LinkwayLive/status/901548870383140865',0,0,b'http://ift.tt/2vyysWe',b''
8/26/2017 2:47,b'Asset Planning Services Ltd. Increases Position in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2xkUwWl',b'https://twitter.com/OlympiaReport/status/901380570768453632',0,0,b'http://ift.tt/2xkUwWl',b''
8/26/2017 0:31,b'End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) # Sp500Index # RelativeStrengthIndex http://ift.tt/2gezJja',b'https://twitter.com/LinkwayLive/status/901346315396931585',0,0,b'http://ift.tt/2gezJja',b''
8/25/2017 21:46,b'These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works # Sp500Index # RelativeStrengthIndex http://ift.tt/2iy0lwA',b'https://twitter.com/LinkwayLive/status/901304799106392064',0,0,b'http://ift.tt/2iy0lwA',b''
8/25/2017 17:00,b'End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) http://url-tipp.com/?p=5070 pic.twitter.com/3ImgS8Ku8o',b'https://twitter.com/AdzCoin_Gift/status/901232837055197188',1,0,b'http://url-tipp.com/?p=5070',b''
8/25/2017 16:36,b'End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/Phf8l3 # ETFs pic.twitter.com/zHcOkjJAqj',b'https://twitter.com/18dMedia/status/901226839275786240',0,0,b'http://dlvr.it/Phf8l3',b''
8/25/2017 12:24,b'ETF News: Why You Shouldn\xe2\x80\x99t Sell The SPDR S&P 500 ETF Trust (SPY) Right Now http://dlvr.it/Phc4K2 pic.twitter.com/h4YVbNyEj7',b'https://twitter.com/EtfTrigger/status/901163292499918848',1,0,b'http://dlvr.it/Phc4K2',b''
8/25/2017 11:15,b'End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) http://ow.ly/CZKH50dEJ7H',b'https://twitter.com/InvestChannel/status/901146142708301824',0,0,b'http://ow.ly/CZKH50dEJ7H',b''
8/25/2017 11:01,b'These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works http://dlvr.it/PhbJP0 # ETFs pic.twitter.com/2ivHPnnLIN',b'https://twitter.com/18dMedia/status/901142575783923712',0,0,b'http://dlvr.it/PhbJP0',b''
8/25/2017 10:47,b'$ SPY: End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY): http://www.StockNewsWires.com/spy-end-of-week-inflows-return-to-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/newswelldone/status/901138872666431488',0,0,b'http://www.StockNewsWires.com/spy-end-of-week-inflows-return-to-the-spdr-sp-500-etf-trust-spy/',b''
8/25/2017 10:35,b'End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/Phb3kC # ETFs pic.twitter.com/MDM15cDbTr',b'https://twitter.com/18dMedia/status/901135947525271552',0,0,b'http://dlvr.it/Phb3kC',b''
8/25/2017 10:34,b'$ SPY End-Of-Week Inflows Return To The SPDR S&P 500 ETF Trust (SPY) https://etfdailynews.com/2017/08/25/end-of-week-inflows-return-to-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/901135622647070720',0,0,b'https://etfdailynews.com/2017/08/25/end-of-week-inflows-return-to-the-spdr-sp-500-etf-trust-spy/',b''
8/25/2017 5:17,b'These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works http://ow.ly/bWVM50dEmzm',b'https://twitter.com/InvestChannel/status/901055827775287296',0,0,b'http://ow.ly/bWVM50dEmzm',b''
8/25/2017 5:00,b'These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works http://url-tipp.com/?p=5052',b'https://twitter.com/AdzCoin_Gift/status/901051587086430208',0,0,b'http://url-tipp.com/?p=5052',b''
8/25/2017 4:59,b'These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works http://dlvr.it/PhWg6y # ETFs pic.twitter.com/VP736jU0hY',b'https://twitter.com/18dMedia/status/901051443594969088',0,0,b'http://dlvr.it/PhWg6y',b''
8/25/2017 4:54,b'$ SPY These SPDR S&P 500 ETF Trust (SPY) Charts Signal A Recession In The Works https://etfdailynews.com/2017/08/25/these-spdr-sp-500-etf-trust-spy-charts-signal-a-recession-in-the-works/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/901050042961731584',0,0,b'https://etfdailynews.com/2017/08/25/these-spdr-sp-500-etf-trust-spy-charts-signal-a-recession-in-the-works/',b''
8/24/2017 9:15,b'Why You Shouldn\xe2\x80\x99t Sell The SPDR S&P 500 ETF Trust (SPY) Right Now http://ow.ly/iM6D50dDinF',b'https://twitter.com/InvestChannel/status/900753565668569094',0,0,b'http://ow.ly/iM6D50dDinF',b''
8/24/2017 8:13,b'The Risk Of A Government Shutdown Rose Last Night - What You Need To Know - SPDR S&P 500 Trust ETF (NYSEARCA:SPY) | https://seekingalpha.com/article/4101379-risk-government-shutdown-rose-last-night-need-know?ifp=0 \xe2\x80\xa6',b'https://twitter.com/enghou/status/900737948731166720',0,0,b'https://seekingalpha.com/article/4101379-risk-government-shutdown-rose-last-night-need-know?ifp=0',b''
8/24/2017 7:47,b'Why You Shouldn\xe2\x80\x99t Sell The SPDR S&P 500 ETF Trust (SPY) Right Now http://dlvr.it/PhJkGc # ETFs pic.twitter.com/5GsoDh8piL',b'https://twitter.com/18dMedia/status/900731274087641088',0,0,b'http://dlvr.it/PhJkGc',b''
8/24/2017 7:40,"b""$ SPY Why You Shouldn't Sell The SPDR S&P 500 ETF Trust (SPY) Right Now https://etfdailynews.com/2017/08/24/why-you-shouldnt-sell-the-spdr-sp-500-etf-spy-right-now/ \xe2\x80\xa6""",b'https://twitter.com/ETFDAILYNEWS/status/900729537230553093',0,0,b'https://etfdailynews.com/2017/08/24/why-you-shouldnt-sell-the-spdr-sp-500-etf-spy-right-now/',b''
8/24/2017 3:25,"b'440 Investment Group LLC Sells 6,820 Shares of SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2viGX8L'",b'https://twitter.com/OlympiaReport/status/900665359853907969',0,0,b'http://ift.tt/2viGX8L',b''
8/23/2017 15:15,b'7 Big Warning Signs For The SPDR S&P 500 # ETF Trust $ SPY https://etfdailynews.com/2017/08/22/7-big-warning-signs-for-the-spdr-sp-500-etf-trust-spy/?utm_source=dlvr.it \xe2\x80\xa6 via @ CiovaccoCapital',b'https://twitter.com/InsideETFs/status/900481567965011968',0,0,b'https://etfdailynews.com/2017/08/22/7-big-warning-signs-for-the-spdr-sp-500-etf-trust-spy/?utm_source=dlvr.it',b''
8/23/2017 12:28,b'ETF News: SPDR S&P 500 ETF Trust (SPY) Companies Know They\xe2\x80\x99re Overvalued http://dlvr.it/Ph6wW7 pic.twitter.com/pkck1MxrBD',b'https://twitter.com/EtfTrigger/status/900439658458357760',0,0,b'http://dlvr.it/Ph6wW7',b''
8/23/2017 9:16,"b'SPDR S&P 500 ETF Trust (SPY) Bounces Back, Halving Last Week\xe2\x80\x99s Losses http://dlvr.it/Ph516T # ETFs pic.twitter.com/SyDzN3TbBz'",b'https://twitter.com/18dMedia/status/900391317053743104',0,0,b'http://dlvr.it/Ph516T',b''
8/23/2017 8:07,b'ETF News: 7 Big Warning Signs For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/Ph4CVW pic.twitter.com/nyDXWBqxFu',b'https://twitter.com/EtfTrigger/status/900373851099480064',0,1,b'http://dlvr.it/Ph4CVW',b''
8/23/2017 6:02,"b""Market - SPDR S&P 500 ETF Trust Bounces Back, Halving Last Week's...http://bit.ly/2g5I74s # marketpic.twitter.com/qfztjaJoLp""",b'https://twitter.com/MarketsMag/status/900342495069995008',0,0,b'http://bit.ly/2g5I74s',b''
8/23/2017 3:15,"b'SPDR S&P 500 ETF Trust (SPY) Bounces Back, Halving Last Week\xe2\x80\x99s Losses http://ow.ly/eCwX50dBzgI'",b'https://twitter.com/InvestChannel/status/900300556094361600',0,0,b'http://ow.ly/eCwX50dBzgI',b''
8/23/2017 3:14,"b'SPDR S&P 500 ETF Trust (SPY) Bounces Back, Halving Last Week\xe2\x80\x99s Losses http://dlvr.it/Ph1L5c # ETFs pic.twitter.com/UlxBUjbOeA'",b'https://twitter.com/18dMedia/status/900300141927612418',0,0,b'http://dlvr.it/Ph1L5c',b''
8/23/2017 3:06,"b""$ SPY SPDR S&P 500 ETF Trust (SPY) Bounces Back, Halving Last Week's Losses https://etfdailynews.com/2017/08/23/spdr-sp-500-etf-trust-spy-bounces-back-halving-last-weeks-losses/ \xe2\x80\xa6""",b'https://twitter.com/ETFDAILYNEWS/status/900298261856002048',0,0,b'https://etfdailynews.com/2017/08/23/spdr-sp-500-etf-trust-spy-bounces-back-halving-last-weeks-losses/',b''
8/22/2017 11:26,"b""Todd Gordon's Bearish SPDR S&P 500 ETF Trust Trade http://dlvr.it/PgsjXM # benzinga""",b'https://twitter.com/18dMedia/status/900061646730665984',0,0,b'http://dlvr.it/PgsjXM',b''
8/22/2017 9:27,b'7 Big Warning Signs For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/PgrVqW # ETFs pic.twitter.com/CJKZ5txBZw',b'https://twitter.com/18dMedia/status/900031800147296256',0,0,b'http://dlvr.it/PgrVqW',b''
8/22/2017 8:08,b'$ SPY: SPDR S&P 500 ETF Trust (SPY) Companies Know They\xe2\x80\x99re \xe2\x80\xa6: http://www.StockNewsWires.com/spy-spdr-sp-500-etf-trust-spy-companies-know-theyre/ \xe2\x80\xa6',b'https://twitter.com/StockNewsWires/status/900011745103585280',0,0,b'http://www.StockNewsWires.com/spy-spdr-sp-500-etf-trust-spy-companies-know-theyre/',b''
8/22/2017 7:52,"b""$ SPY SPDR S&P 500 ETF Trust (SPY) Companies Know They're Overvalued https://etfdailynews.com/2017/08/22/spdr-sp-500-etf-trust-spy-companies-know-theyre-overvalued/ \xe2\x80\xa6""",b'https://twitter.com/ETFDAILYNEWS/status/900007653568528384',0,0,b'https://etfdailynews.com/2017/08/22/spdr-sp-500-etf-trust-spy-companies-know-theyre-overvalued/',b''
8/22/2017 5:32,"b""Todd Gordon's Bearish SPDR S&P 500 ETF Trust Trade http://dlvr.it/Pgp2WJ # CNBC # SPY # ToddGordon # TradingNation # etf # trading # ideas""",b'https://twitter.com/AlertTrade/status/899972455241994240',0,0,b'http://dlvr.it/Pgp2WJ',b''
8/22/2017 5:25,"b""Todd Gordon's Bearish SPDR S&P 500 ETF Trust Trade http://dlvr.it/PgnzDV # benzinga""",b'https://twitter.com/18dMedia/status/899970717998960645',0,0,b'http://dlvr.it/PgnzDV',b''
8/22/2017 5:23,b'$ SPY: Todd Gordon\xe2\x80\x99s Bearish SPDR S&P 500 ETF Trust Trade: http://www.StockNewsWires.com/spy-todd-gordons-bearish-spdr-sp-500-etf-trust-trade/ \xe2\x80\xa6',b'https://twitter.com/newswelldone/status/899970187851481088',0,0,b'http://www.StockNewsWires.com/spy-todd-gordons-bearish-spdr-sp-500-etf-trust-trade/',b''
8/22/2017 3:25,b'7 Big Warning Signs For The SPDR S&P 500 ETF Trust (SPY) http://dlvr.it/PgmrG7 # ETFs pic.twitter.com/ljP2cbbpaT',b'https://twitter.com/18dMedia/status/899940569727721472',0,0,b'http://dlvr.it/PgmrG7',b''
8/22/2017 3:21,b'$ SPY 7 Big Warning Signs For The SPDR S&P 500 ETF Trust (SPY) https://etfdailynews.com/2017/08/22/7-big-warning-signs-for-the-spdr-sp-500-etf-trust-spy/ \xe2\x80\xa6',b'https://twitter.com/ETFDAILYNEWS/status/899939603515187200',0,0,b'https://etfdailynews.com/2017/08/22/7-big-warning-signs-for-the-spdr-sp-500-etf-trust-spy/',b''
8/22/2017 3:03,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by Granite Investment Advisors LLC http://ift.tt/2wtvmYx',b'https://twitter.com/OlympiaReport/status/899935129249996800',0,0,b'http://ift.tt/2wtvmYx',b''
8/22/2017 2:43,b'National Planning Corp Raises Stake in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2vUqD0s',b'https://twitter.com/OlympiaReport/status/899930122748297216',0,0,b'http://ift.tt/2vUqD0s',b''
8/21/2017 2:43,b'SPDR S&P 500 ETF Trust (SPY) is Cadinha & Co. LLC\xe2\x80\x99s Largest Position http://ift.tt/2ww7G5c',b'https://twitter.com/OlympiaReport/status/899567671561396225',0,0,b'http://ift.tt/2ww7G5c',b''
8/19/2017 15:33,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by Edge Wealth Management LLC http://ift.tt/2wcCRCM',b'https://twitter.com/OlympiaReport/status/899036741448773633',0,0,b'http://ift.tt/2wcCRCM',b''
8/19/2017 15:33,b'Accuvest Global Advisors Decreases Stake in SPDR S&P 500 ETF Trust (SPY) http://ift.tt/2wdlHom',b'https://twitter.com/OlympiaReport/status/899036730610855936',0,0,b'http://ift.tt/2wdlHom',b''
8/19/2017 2:14,b'SPDR S&P 500 ETF Trust (NYSE:SPY) Position Raised by Congress Asset Management Co. MA http://ift.tt/2vRyYjN',b'https://twitter.com/stocknewstimes/status/898835661561647105',0,0,b'http://ift.tt/2vRyYjN',b''
