Date,Open,High,Low,Close,Adj Close,Volume,Date,Positve,Negative,Neutral,Total
4/16/2014,185.470001,186.139999,184.649994,186.130005,166.984314,105197000,4/16/2014,66.66666667,0,33.33333333,3
4/21/2014,186.440002,187.100006,186.210007,187.039993,167.800674,68329000,4/21/2014,0,11.11111111,88.88888889,9
4/23/2014,187.820007,187.919998,187.300003,187.449997,168.168442,73869000,4/23/2014,37.5,12.5,50,8
4/25/2014,187.220001,187.330002,185.869995,186.289993,167.127808,100380000,4/25/2014,50,50,0,2
4/28/2014,187.050003,187.690002,184.960007,186.880005,167.657104,135121000,4/28/2014,0,100,0,2
4/29/2014,187.479996,188.039993,187.080002,187.75,168.437607,84098000,4/29/2014,0,0,100,2
4/30/2014,187.440002,188.5,187.179993,188.309998,168.940048,101508000,4/30/2014,0,0,100,3
5/1/2014,188.220001,188.839996,187.729996,188.330002,168.957932,93019000,5/1/2014,50,0,50,2
5/2/2014,188.309998,189.139999,187.779999,188.059998,168.715729,98122000,5/2/2014,28.57142857,0,71.42857143,7
5/5/2014,187.139999,188.550003,186.619995,188.419998,169.038712,75883000,5/5/2014,14.28571429,0,85.71428571,7
5/6/2014,188,188.130005,186.740005,186.779999,167.567398,85454000,5/6/2014,0,0,100,1
5/7/2014,187.410004,187.970001,186.009995,187.880005,168.554245,106500000,5/7/2014,33.33333333,33.33333333,33.33333333,3
5/8/2014,187.710007,189.050003,187.080002,187.679993,168.374817,93618000,5/8/2014,0,0,100,5
5/12/2014,188.800003,189.880005,188,189.789993,170.267807,86940000,5/12/2014,100,0,0,2
5/13/2014,190.039993,190.419998,189.770004,189.960007,170.420319,66454000,5/13/2014,100,0,0,1
5/21/2014,188.089996,189.220001,188.059998,189.130005,169.67572,89093000,5/21/2014,0,0,100,1
5/28/2014,191.520004,191.820007,191.059998,191.380005,171.694244,66723000,5/28/2014,0,0,100,3
5/29/2014,191.820007,192.399994,191.330002,192.369995,172.582397,64377000,5/29/2014,0,100,0,2
5/30/2014,192.190002,192.800003,192.029999,192.679993,172.860489,76316000,5/30/2014,0,92.30769231,7.692307692,13
6/2/2014,192.949997,192.990005,191.970001,192.899994,173.057907,64656000,6/2/2014,50,0,50,2
6/3/2014,192.429993,192.899994,192.25,192.800003,172.968185,65047000,6/3/2014,100,0,0,1
6/9/2014,195.350006,196.050003,195.169998,195.580002,175.462219,65119000,6/9/2014,100,0,0,5
6/10/2014,195.339996,195.639999,194.919998,195.600006,175.480148,57129000,6/10/2014,20,20,60,5
6/11/2014,194.899994,195.119995,194.479996,194.919998,174.870132,68772000,6/11/2014,100,0,0,1
6/12/2014,194.690002,194.800003,193.110001,193.539993,173.632065,106350000,6/12/2014,0,0,100,5
6/13/2014,193.919998,194.320007,193.300003,194.130005,174.161407,82017000,6/13/2014,0,0,100,2
6/16/2014,193.889999,194.699997,193.660004,194.289993,174.304916,87424000,6/16/2014,0,0,100,3
6/18/2014,194.830002,196.369995,194.399994,196.259995,176.07225,105267000,6/18/2014,0,0,100,1
6/19/2014,196.429993,196.600006,195.800003,196.479996,176.269653,85929000,6/19/2014,0,0,100,1
6/20/2014,196.029999,196.100006,195.699997,195.940002,176.627502,100587000,6/20/2014,0,0,100,6
7/3/2014,197.789993,198.289993,197.639999,198.199997,178.664749,52938800,7/3/2014,0,0,100,1
7/9/2014,196.729996,197.300003,196.309998,197.119995,177.691208,72992000,7/9/2014,0,0,100,1
7/10/2014,195.220001,196.860001,195.059998,196.339996,176.988068,99040000,7/10/2014,0,0,100,1
7/14/2014,197.610001,197.860001,197.440002,197.600006,178.123886,58658000,7/14/2014,8.333333333,25,66.66666667,12
7/15/2014,197.720001,198.100006,196.360001,197.229996,177.790329,111307000,7/15/2014,12.5,0,87.5,8
7/16/2014,198.110001,198.259995,197.419998,197.960007,178.448441,79986400,7/16/2014,0,25,75,4
7/17/2014,197.350006,198.100006,195.429993,195.710007,176.420197,145398000,7/17/2014,14.28571429,14.28571429,71.42857143,7
7/18/2014,196.350006,197.910004,196.240005,197.710007,178.223053,124330000,7/18/2014,0,0,100,1
7/21/2014,197.089996,197.5,196.429993,197.339996,177.889526,67592000,7/21/2014,0,0,100,3
7/22/2014,198.009995,198.559998,197.869995,198.199997,178.664749,67678000,7/22/2014,100,0,0,1
7/28/2014,197.759995,198.089996,196.619995,197.800003,178.304169,69259000,7/28/2014,0,0,100,2
7/29/2014,198.169998,198.449997,196.919998,196.949997,177.537964,80466000,7/29/2014,0,33.33333333,66.66666667,3
7/31/2014,195.610001,195.779999,192.970001,193.089996,174.058426,183479000,7/31/2014,0,0,100,5
8/1/2014,192.559998,193.759995,191.570007,192.5,173.526566,189261000,8/1/2014,0,0,100,2
8/4/2014,192.869995,194.300003,192.050003,193.889999,174.779556,91340000,8/4/2014,0,0,100,4
8/5/2014,193.100006,193.600006,191.309998,192.009995,173.084854,152690000,8/5/2014,0,33.33333333,66.66666667,3
8/6/2014,191.110001,192.889999,191.080002,192.070007,173.138977,94818000,8/6/2014,0,0,100,2
8/8/2014,191.460007,193.369995,190.949997,193.240005,174.193619,117014000,8/8/2014,20,0,80,5
8/11/2014,193.970001,194.660004,193.710007,193.800003,174.69841,74544000,8/11/2014,33.33333333,33.33333333,33.33333333,3
8/12/2014,193.610001,194.149994,192.940002,193.529999,174.455032,73632000,8/12/2014,0,0,100,1
8/13/2014,194.289993,195.059998,193.960007,194.839996,175.635925,69047000,8/13/2014,0,0,100,1
8/15/2014,196.470001,196.649994,194.309998,195.720001,176.429214,139951000,8/15/2014,0,0,100,1
8/18/2014,196.800003,197.449997,196.690002,197.360001,177.907547,75424000,8/18/2014,0,0,100,16
8/19/2014,197.839996,198.539993,197.440002,198.389999,178.836044,59135000,8/19/2014,0,0,100,4
8/20/2014,198.119995,199.160004,198.080002,198.919998,179.313782,72763000,8/20/2014,0,0,100,24
8/26/2014,200.330002,200.820007,200.279999,200.330002,180.584824,47298000,8/26/2014,0,0,100,4
8/27/2014,200.429993,200.570007,199.940002,200.25,180.512695,47874000,8/27/2014,33.33333333,0,66.66666667,6
8/29/2014,200.449997,200.729996,199.820007,200.710007,180.927383,65907000,8/29/2014,100,0,0,1
9/2/2014,200.970001,201,199.860001,200.610001,180.837219,72426000,9/2/2014,40,0,60,5
9/3/2014,201.380005,201.410004,200.220001,200.5,180.738083,57462000,9/3/2014,12.5,0,87.5,8
9/4/2014,200.839996,201.580002,199.660004,200.210007,180.476639,85236000,9/4/2014,0,0,100,3
9/5/2014,200.169998,201.190002,199.410004,201.110001,181.287949,102177000,9/5/2014,50,0,50,2
9/8/2014,200.919998,201.210007,200,200.589996,180.819214,64146000,9/8/2014,100,0,0,1
9/9/2014,200.410004,200.550003,198.910004,199.320007,179.674408,88591000,9/9/2014,33.33333333,33.33333333,33.33333333,3
9/10/2014,199.429993,200.199997,198.770004,200.070007,180.350494,67251000,9/10/2014,66.66666667,0,33.33333333,3
9/11/2014,199.270004,200.330002,199.119995,200.300003,180.557785,66774400,9/11/2014,33.33333333,0,66.66666667,3
9/12/2014,200.100006,200.119995,198.559998,199.130005,179.503098,117409300,9/12/2014,100,0,0,2
9/15/2014,199.160004,199.320007,198.380005,198.979996,179.367889,76401000,9/15/2014,0,10,90,10
9/16/2014,198.610001,200.839996,198.5,200.479996,180.720032,116201000,9/16/2014,0,100,0,1
9/17/2014,200.770004,201.679993,199.75,200.75,180.963394,151266000,9/17/2014,40,0,60,5
9/18/2014,201.360001,201.850006,201.100006,201.820007,181.927979,94990000,9/18/2014,50,0,50,2
9/19/2014,201.520004,201.899994,200.289993,200.699997,181.764038,121649000,9/19/2014,0,0,100,7
9/22/2014,200.350006,200.380005,198.729996,199.149994,180.36026,125553000,9/22/2014,50,0,50,2
9/23/2014,198.429993,199.259995,197.949997,198.009995,179.327835,111393000,9/23/2014,50,0,50,2
9/24/2014,198.039993,199.690002,197.520004,199.559998,180.731598,107276000,9/24/2014,0,85.71428571,14.28571429,7
9/25/2014,199.039993,199.050003,196.270004,196.339996,177.815399,150300000,9/25/2014,66.66666667,33.33333333,0,6
9/26/2014,196.699997,198.389999,196.419998,197.899994,179.22821,103547000,9/26/2014,0,0,100,2
9/30/2014,197.690002,198.300003,196.610001,197.020004,178.431244,131302000,9/30/2014,0,100,0,1
10/2/2014,194.179993,195.059998,192.350006,194.380005,176.040359,157285000,10/2/2014,0,0,100,2
10/3/2014,195.679993,196.940002,195.080002,196.520004,177.978424,121569000,10/3/2014,0,20,80,5
10/6/2014,197.339996,197.600006,195.580002,196.289993,177.770126,104778000,10/6/2014,100,0,0,1
10/7/2014,195.279999,195.720001,193.220001,193.259995,175.026016,147913000,10/7/2014,50,25,25,4
10/8/2014,193.369995,196.919998,192.360001,196.639999,178.087082,186461000,10/8/2014,0,100,0,1
10/9/2014,196.330002,196.600006,192.580002,192.740005,174.555069,210705000,10/9/2014,66.66666667,33.33333333,0,3
10/10/2014,192.690002,193.649994,190.490005,190.539993,172.562653,221909000,10/10/2014,0,100,0,1
10/13/2014,190.460007,191.149994,187.300003,187.410004,169.727951,230939000,10/13/2014,100,0,0,3
10/14/2014,188.419998,189.820007,187.039993,187.699997,169.990616,215847000,10/14/2014,50,16.66666667,33.33333333,6
10/15/2014,185.160004,187.690002,181.919998,186.429993,168.840393,380715000,10/15/2014,66.66666667,0,33.33333333,6
10/16/2014,183.059998,187.580002,182.889999,186.270004,168.695465,270391000,10/16/2014,0,0,100,1
10/17/2014,188.419998,189.75,187.619995,188.470001,170.687927,214625000,10/17/2014,33.33333333,0,66.66666667,3
10/20/2014,188.130005,190.449997,188.070007,190.300003,172.345306,130011000,10/20/2014,50,0,50,2
10/21/2014,191.679993,194.199997,191.479996,194.070007,175.759613,154949000,10/21/2014,80,0,20,5
10/22/2014,194.410004,194.910004,192.610001,192.690002,174.509796,151822000,10/22/2014,42.85714286,14.28571429,42.85714286,7
10/23/2014,194.619995,196.199997,194.259995,194.929993,176.538437,154944000,10/23/2014,0,0,100,1
10/27/2014,195.729996,196.449997,195.029999,196.160004,177.65242,82954000,10/27/2014,0,100,0,1
10/28/2014,196.820007,198.419998,196.729996,198.410004,179.690063,106736000,10/28/2014,0,0,100,2
10/29/2014,198.550003,199.119995,196.800003,198.110001,179.418381,142557000,10/29/2014,0,100,0,1
10/31/2014,201.779999,201.820007,200.770004,201.660004,182.633469,146903000,10/31/2014,0,0,100,2
11/3/2014,201.919998,202.449997,201.309998,201.770004,182.733078,93600000,11/3/2014,0,100,0,1
11/5/2014,202.539993,202.589996,201.449997,202.339996,183.249313,91709000,11/5/2014,20,0,80,5
11/6/2014,202.389999,203.259995,201.639999,203.149994,183.982849,107089000,11/6/2014,100,0,0,4
11/7/2014,203.169998,203.600006,202.610001,203.339996,184.154938,89540000,11/7/2014,0,0,100,1
11/10/2014,203.380005,204.039993,203.130005,203.979996,184.734589,66319000,11/10/2014,100,0,0,1
11/11/2014,204.059998,204.309998,203.649994,204.179993,184.91571,54499400,11/11/2014,100,0,0,2
11/12/2014,203.350006,204.240005,203.309998,203.960007,184.716492,90120300,11/12/2014,100,0,0,1
11/13/2014,204.160004,204.830002,203.210007,204.190002,184.924774,85357900,11/13/2014,0,0,100,1
11/17/2014,203.850006,204.580002,203.649994,204.369995,185.087784,80441000,11/17/2014,0,0,100,1
11/18/2014,204.440002,205.919998,204.440002,205.550003,186.156464,76068100,11/18/2014,0,33.33333333,66.66666667,6
11/20/2014,204.259995,205.710007,204.179993,205.580002,186.183609,72840300,11/20/2014,0,0,100,1
11/21/2014,207.639999,207.839996,205.979996,206.679993,187.179794,142327300,11/21/2014,60,0,40,5
11/24/2014,207.169998,207.389999,206.910004,207.259995,187.705093,65880800,11/24/2014,0,0,100,1
11/25/2014,207.539993,207.789993,206.800003,207.110001,187.56926,79108300,11/25/2014,0,0,100,1
11/26/2014,207.289993,207.759995,207.029999,207.639999,188.049255,62167800,11/26/2014,0,0,100,1
12/1/2014,206.399994,206.539993,205.380005,205.759995,186.346588,103968400,12/1/2014,0,0,100,2
12/3/2014,207.300003,208.149994,207.100006,207.889999,188.27565,68952000,12/3/2014,50,0,50,2
12/4/2014,207.539993,208.270004,206.699997,207.660004,188.067398,91316600,12/4/2014,0,50,50,4
12/5/2014,207.869995,208.470001,207.550003,208,188.375244,91025500,12/5/2014,0,100,0,1
12/8/2014,207.520004,208.119995,205.929993,206.610001,187.116455,108588200,12/8/2014,50,0,50,4
12/9/2014,204.369995,206.600006,203.910004,206.470001,186.989609,125180100,12/9/2014,66.66666667,33.33333333,0,3
12/10/2014,205.910004,205.979996,202.929993,203.160004,183.991928,159856400,12/10/2014,100,0,0,3
12/12/2014,202.639999,203.820007,200.850006,200.889999,181.936096,202330200,12/12/2014,50,0,50,4
12/15/2014,201.979996,202.529999,198.779999,199.509995,180.686279,189965800,12/15/2014,0,0,100,1
12/16/2014,198.580002,202.399994,197.860001,197.910004,179.237244,259543800,12/16/2014,0,0,100,3
12/17/2014,198.440002,202.339996,198.289993,201.789993,182.751175,253910100,12/17/2014,0,0,100,1
12/18/2014,204.740005,212.970001,203.919998,206.779999,187.270401,257633900,12/18/2014,0,0,100,14
12/19/2014,206.429993,207.330002,205.610001,206.520004,188.067245,245084600,12/19/2014,0,0,100,7
12/22/2014,206.75,207.470001,206.460007,207.470001,188.932343,148318900,12/22/2014,0,0,100,1
12/24/2014,208.020004,208.339996,207.720001,207.770004,189.205536,42963400,12/24/2014,100,0,0,1
12/26/2014,208.309998,208.850006,208.25,208.440002,189.815643,57326700,12/26/2014,0,0,100,1
12/29/2014,208.220001,208.970001,208.139999,208.720001,190.070648,79643900,12/29/2014,50,0,50,2
12/31/2014,207.990005,208.190002,205.389999,205.539993,187.174774,130333800,12/31/2014,66.66666667,0,33.33333333,3
1/5/2015,204.169998,204.369995,201.350006,201.720001,183.696091,169632600,1/5/2015,0,0,100,3
1/6/2015,202.089996,202.720001,198.860001,199.820007,181.965881,209151400,1/6/2015,10,20,70,10
1/8/2015,204.009995,206.160004,203.990005,205.899994,187.502594,147217800,1/8/2015,25,0,75,4
1/9/2015,206.399994,206.419998,203.509995,204.25,186.000031,158567300,1/9/2015,0,100,0,1
1/12/2015,204.410004,204.600006,201.919998,202.649994,184.542984,144396100,1/12/2015,33.33333333,33.33333333,33.33333333,3
1/13/2015,204.119995,205.479996,200.509995,202.080002,184.023926,214553300,1/13/2015,0,0,100,5
1/14/2015,199.649994,201.100006,198.570007,200.860001,182.912933,192991100,1/14/2015,0,0,100,4
1/15/2015,201.630005,202.009995,198.880005,199.020004,181.237366,176613900,1/15/2015,0,0,100,1
1/16/2015,198.770004,201.820007,198.550003,201.630005,183.614136,211879600,1/16/2015,0,0,100,2
1/20/2015,202.399994,202.720001,200.169998,202.059998,184.005707,130991100,1/20/2015,100,0,0,1
1/22/2015,203.990005,206.259995,202.330002,206.100006,187.684738,174356000,1/22/2015,20,10,70,20
1/26/2015,204.710007,205.559998,203.850006,205.449997,187.092819,92009700,1/26/2015,25,0,75,4
1/27/2015,202.970001,204.119995,201.740005,202.740005,184.624954,134044600,1/27/2015,0,0,100,2
1/28/2015,204.169998,204.289993,199.910004,200.139999,182.257278,168514300,1/28/2015,0,50,50,2
1/29/2015,200.380005,202.300003,198.679993,201.990005,183.941971,173585400,1/29/2015,0,0,100,2
1/30/2015,200.570007,202.169998,199.130005,199.449997,181.628922,197729700,1/30/2015,0,0,100,5
2/2/2015,200.050003,202.029999,197.860001,201.919998,183.878235,163107000,2/2/2015,0,0,100,6
2/3/2015,203,204.850006,202.550003,204.839996,186.537308,124212900,2/3/2015,66.66666667,0,33.33333333,6
2/4/2015,203.919998,205.380005,203.509995,204.059998,185.826996,134306700,2/4/2015,0,0,100,1
2/6/2015,206.559998,207.240005,204.919998,205.550003,187.183899,125672000,2/6/2015,50,50,0,2
2/9/2015,204.770004,205.639999,204.139999,204.630005,186.346085,87219000,2/9/2015,0,25,75,4
2/10/2015,205.880005,207.119995,204.679993,206.809998,188.331284,96164200,2/10/2015,0,0,100,3
2/11/2015,206.610001,207.449997,205.830002,206.929993,188.440582,91087800,2/11/2015,0,0,100,1
2/18/2015,209.660004,210.220001,209.339996,210.130005,191.35463,80652900,2/18/2015,0,0,100,1
2/19/2015,209.410004,210.419998,209.240005,209.979996,191.218048,91462500,2/19/2015,0,0,100,2
2/20/2015,209.479996,211.330002,208.729996,211.240005,192.365463,140896400,2/20/2015,37.5,0,62.5,8
2/23/2015,210.940002,211.210007,210.479996,211.210007,192.338181,74411100,2/23/2015,33.33333333,0,66.66666667,6
2/24/2015,211.119995,212.050003,210.759995,211.809998,192.884521,72472300,2/24/2015,0,0,100,14
3/2/2015,210.779999,212.059998,210.720001,211.990005,193.048492,87491400,3/2/2015,57.14285714,0,42.85714286,7
3/4/2015,210.399994,210.490005,209.059998,210.229996,191.445709,114497200,3/4/2015,100,0,0,1
3/5/2015,210.619995,210.800003,209.850006,210.460007,191.655167,76873000,3/5/2015,0,0,100,4
3/6/2015,209.419998,209.940002,207.100006,207.5,188.959641,188128000,3/6/2015,100,0,0,2
3/10/2015,206.710007,206.809998,204.929993,204.979996,186.664841,157121300,3/10/2015,0,50,50,2
3/11/2015,205.289993,205.5,204.399994,204.5,186.227707,110145700,3/11/2015,0,0,100,3
3/12/2015,205.259995,207.179993,205.199997,207.100006,188.595398,93993500,3/12/2015,100,0,0,1
3/13/2015,206.770004,207.929993,204.580002,205.830002,187.438843,162410900,3/13/2015,50,50,0,2
3/16/2015,206.710007,208.690002,205.860001,208.580002,189.943146,136099200,3/16/2015,0,33.33333333,66.66666667,3
3/19/2015,209.960007,210.470001,209.029999,209.5,190.78093,117917300,3/19/2015,0,0,100,1
3/20/2015,209.710007,211.020004,209.490005,210.410004,192.464966,177715100,3/20/2015,0,0,100,2
3/23/2015,210.419998,211.110001,210,210,192.08992,71784500,3/23/2015,0,0,100,1
3/24/2015,209.850006,210.399994,208.740005,208.820007,191.010544,77805300,3/24/2015,100,0,0,1
3/26/2015,204.960007,206.369995,204.119995,205.270004,187.763306,153067200,3/26/2015,0,0,100,1
3/27/2015,205.130005,205.949997,204.899994,205.740005,188.193222,118939000,3/27/2015,100,0,0,2
3/30/2015,206.979996,208.610001,206.960007,208.25,190.489182,96180400,3/30/2015,100,0,0,1
3/31/2015,207.259995,208.100006,206.360001,206.429993,188.824371,126768700,3/31/2015,0,0,100,1
4/1/2015,206.389999,206.419998,204.509995,205.699997,188.156662,137303600,4/1/2015,9.090909091,0,90.90909091,11
4/7/2015,207.860001,208.759995,207.240005,207.279999,189.601837,81236300,4/7/2015,100,0,0,1
4/8/2015,207.550003,208.509995,207.080002,207.979996,190.242172,89351900,4/8/2015,0,20,80,5
4/9/2015,207.779999,209.179993,207.190002,208.899994,191.083725,85548900,4/9/2015,0,0,100,1
4/10/2015,209.199997,210.089996,208.960007,210.039993,192.12648,72722900,4/10/2015,0,0,100,1
4/13/2015,209.869995,210.630005,209.029999,209.089996,191.257523,74436600,4/13/2015,0,0,100,1
4/14/2015,208.850006,209.710007,208.100006,209.490005,191.623383,75099900,4/14/2015,100,0,0,1
4/17/2015,208.940002,209.229996,207.009995,207.949997,190.214737,191113200,4/17/2015,100,0,0,6
4/22/2015,210.009995,210.850006,208.899994,210.630005,192.666229,78264600,4/22/2015,0,100,0,3
4/23/2015,210.149994,211.940002,210.009995,211.160004,193.150986,102585900,4/23/2015,33.33333333,33.33333333,33.33333333,3
4/24/2015,211.660004,211.970001,211.110001,211.649994,193.599228,61327400,4/24/2015,0,100,0,1
4/27/2015,212.330002,212.479996,210.539993,210.770004,192.794235,79358100,4/27/2015,0,0,100,3
4/28/2015,210.740005,211.5,209.330002,211.440002,193.407074,86863500,4/28/2015,0,0,100,1
4/29/2015,210.369995,211.289993,209.600006,210.570007,192.611298,125684900,4/29/2015,0,0,100,1
5/4/2015,211.229996,212.020004,211.100006,211.320007,193.297302,70927200,5/4/2015,0,0,100,6
5/5/2015,211.029999,211.460007,208.729996,208.899994,191.083725,113326200,5/5/2015,0,0,100,1
5/6/2015,209.559998,209.929993,206.759995,208.039993,190.297058,135060200,5/6/2015,0,0,100,4
5/11/2015,211.570007,211.889999,210.520004,210.610001,192.647873,75708100,5/11/2015,0,0,100,1
5/12/2015,209.610001,210.630005,208.619995,209.979996,192.071594,119727600,5/12/2015,0,0,100,2
5/13/2015,210.470001,211.220001,209.740005,210.020004,192.108185,94667900,5/13/2015,0,100,0,1
5/14/2015,211.240005,212.320007,210.910004,212.210007,194.111435,95934000,5/14/2015,0,50,50,2
5/15/2015,212.440002,212.610001,211.860001,212.440002,194.321823,76510100,5/15/2015,0,0,100,2
5/19/2015,213.240005,213.570007,212.690002,213.029999,194.861511,72114600,5/19/2015,100,0,0,1
5/20/2015,213.149994,213.779999,212.5,212.880005,194.724274,76857500,5/20/2015,0,40,60,5
5/21/2015,212.710007,213.75,212.509995,213.5,195.291428,64764600,5/21/2015,100,0,0,1
5/22/2015,213.039993,213.539993,212.910004,212.990005,194.824875,57433500,5/22/2015,50,0,50,2
5/26/2015,212.399994,212.910004,210.199997,210.699997,192.730194,124308600,5/26/2015,0,0,100,1
5/27/2015,211.25,212.979996,210.759995,212.699997,194.559647,93214000,5/27/2015,0,100,0,1
5/28/2015,212.330002,212.589996,211.630005,212.460007,194.340118,74974600,5/28/2015,100,0,0,2
6/1/2015,211.940002,212.339996,210.619995,211.570007,193.526016,93338800,6/1/2015,100,0,0,2
6/3/2015,212,212.669998,211.330002,211.919998,193.84613,87820900,6/3/2015,100,0,0,3
6/4/2015,211.070007,211.860001,209.75,210.130005,192.208801,151882800,6/4/2015,100,0,0,1
6/8/2015,209.639999,209.820007,208.389999,208.479996,190.699554,89063300,6/8/2015,100,0,0,2
6/9/2015,208.449997,209.100006,207.690002,208.449997,190.672104,105034700,6/9/2015,100,0,0,1
6/12/2015,210.639999,211.479996,209.679993,210.009995,192.099045,135382400,6/12/2015,100,0,0,1
6/15/2015,208.639999,209.449997,207.789993,209.110001,191.275818,124384200,6/15/2015,100,0,0,2
6/16/2015,208.929993,210.350006,208.720001,210.25,192.318588,85308200,6/16/2015,0,33.33333333,66.66666667,3
6/17/2015,210.589996,211.320007,209.360001,210.589996,192.629578,126708600,6/17/2015,0,0,100,5
6/19/2015,211.460007,211.550003,210.360001,210.809998,193.768784,130478700,6/19/2015,70,0,30,10
6/22/2015,211.910004,212.589996,211.639999,211.889999,194.76149,70696000,6/22/2015,0,60,40,5
6/24/2015,211.720001,212.169998,210.470001,210.5,193.483856,92307300,6/24/2015,50,0,50,2
6/25/2015,211.100006,211.25,209.770004,209.860001,192.895615,97107400,6/25/2015,100,0,0,1
6/29/2015,208.050003,209.830002,205.330002,205.419998,188.814545,202621300,6/29/2015,0,100,0,1
6/30/2015,207.259995,207.320007,205.279999,205.850006,189.209732,182925100,6/30/2015,0,12.5,87.5,8
7/1/2015,207.729996,208.029999,206.559998,207.5,190.726379,135979900,7/1/2015,0,50,50,2
7/6/2015,205.770004,207.649994,205.529999,206.720001,190.009445,117975400,7/6/2015,100,0,0,1
7/7/2015,206.960007,208.169998,204.110001,208.020004,191.204346,173820200,7/7/2015,0,0,100,4
7/9/2015,207.039993,207.350006,204.770004,204.899994,188.336548,144113100,7/9/2015,0,0,100,3
7/14/2015,209.720001,211.050003,209.649994,210.679993,193.649307,81709600,7/14/2015,80,0,20,5
7/15/2015,210.729996,211.279999,210.039993,210.610001,193.584961,97914100,7/15/2015,0,0,100,1
7/21/2015,212.429993,212.740005,211.389999,211.75,194.632813,77965000,7/21/2015,0,0,100,1
7/23/2015,211.529999,211.649994,209.75,210.179993,193.189728,90509100,7/23/2015,100,0,0,3
7/24/2015,210.300003,210.369995,207.600006,208,191.185959,117755000,7/24/2015,20,60,20,5
7/27/2015,206.940002,207.550003,206.259995,206.789993,190.073746,132361100,7/27/2015,100,0,0,1
7/30/2015,210.160004,211.020004,209.419998,210.820007,193.777985,91304400,7/30/2015,0,0,100,2
7/31/2015,211.419998,211.449997,210.160004,210.5,193.483856,103266900,7/31/2015,100,0,0,1
8/3/2015,210.460007,210.529999,208.649994,209.789993,192.831238,113965700,8/3/2015,40,0,60,5
8/4/2015,209.699997,210.25,208.800003,209.380005,192.454407,81820800,8/4/2015,0,0,100,4
8/5/2015,210.449997,211.309998,209.729996,210.070007,193.088623,85786800,8/5/2015,0,0,100,3
8/6/2015,210.289993,210.419998,207.649994,208.350006,191.507675,116030800,8/6/2015,0,0,100,3
8/7/2015,208.160004,208.339996,206.869995,207.949997,191.139984,117858000,8/7/2015,75,0,25,4
8/10/2015,209.279999,210.669998,209.279999,210.570007,193.548203,80270700,8/10/2015,0,0,100,7
8/11/2015,208.970001,209.470001,207.759995,208.669998,191.801773,126081400,8/11/2015,80,0,20,5
8/13/2015,208.729996,209.550003,208.009995,208.660004,191.792603,89383300,8/13/2015,0,33.33333333,66.66666667,6
8/14/2015,208.429993,209.509995,208.259995,209.419998,192.491165,72786500,8/14/2015,0,100,0,2
8/17/2015,208.710007,210.589996,208.160004,210.589996,193.566574,79072600,8/17/2015,0,75,25,4
8/18/2015,210.259995,210.679993,209.699997,209.979996,193.005875,71692700,8/18/2015,0,0,100,1
8/19/2015,209.089996,210.009995,207.350006,208.320007,191.480087,172946000,8/19/2015,0,0,100,2
8/20/2015,206.509995,208.289993,203.899994,203.970001,187.48172,194327900,8/20/2015,0,0,100,1
8/21/2015,201.729996,203.940002,197.520004,197.830002,181.838058,346588500,8/21/2015,0,25,75,4
8/24/2015,187.490005,197.479996,182.399994,189.5,174.181427,507244300,8/24/2015,25,25,50,4
8/27/2015,197.020004,199.419998,195.210007,199.270004,183.161667,274143900,8/27/2015,50,0,50,2
8/28/2015,198.5,199.839996,197.919998,199.279999,183.170853,160414400,8/28/2015,16.66666667,16.66666667,66.66666667,6
8/31/2015,198.110001,199.130005,197.009995,197.669998,181.690979,163298800,8/31/2015,0,66.66666667,33.33333333,3
9/1/2015,193.119995,194.770004,190.729996,191.770004,176.267929,256000400,9/1/2015,0,0,100,3
9/2/2015,194.619995,195.460007,192.419998,195.410004,179.613708,160269300,9/2/2015,0,0,100,1
9/3/2015,196.259995,198.050003,194.960007,195.550003,179.742371,152087800,9/3/2015,0,0,100,1
9/4/2015,192.850006,193.860001,191.610001,192.589996,177.021652,207081000,9/4/2015,0,20,80,5
9/8/2015,195.940002,197.610001,195.169998,197.429993,181.470367,116025700,9/8/2015,50,25,25,4
9/9/2015,199.320007,199.470001,194.350006,194.789993,179.043808,149347700,9/9/2015,0,0,100,1
9/10/2015,194.559998,197.220001,194.25,195.850006,180.018127,158611100,9/10/2015,0,0,100,1
9/11/2015,195.380005,196.820007,194.529999,196.740005,180.836166,119691200,9/11/2015,0,0,100,1
9/14/2015,196.949997,197.009995,195.429993,196.009995,180.165146,79452000,9/14/2015,0,0,100,1
9/17/2015,200.020004,202.889999,199.279999,199.729996,183.584412,276046600,9/17/2015,0,0,100,6
9/18/2015,195.710007,198.679993,194.960007,195.449997,180.584396,223657500,9/18/2015,0,0,100,7
9/21/2015,196.440002,197.679993,195.210007,196.460007,181.517624,105726200,9/21/2015,0,0,100,6
9/22/2015,193.880005,194.460007,192.559998,193.910004,179.161591,153890900,9/22/2015,0,0,100,3
9/23/2015,194.110001,194.669998,192.910004,193.600006,178.875137,92790600,9/23/2015,0,50,50,2
9/24/2015,192.149994,193.449997,190.559998,192.899994,178.228378,159378800,9/24/2015,0,0,100,2
9/25/2015,194.639999,195,191.809998,192.850006,178.182159,155054800,9/25/2015,0,0,100,1
9/29/2015,188.270004,189.740005,186.929993,188.119995,173.811935,159045600,9/29/2015,37.5,0,62.5,8
10/1/2015,192.080002,192.490005,189.820007,192.130005,177.516953,131079000,10/1/2015,0,0,100,1
